Fecha Nacimiento;Nivel Educativo;Completo Nivel Educativo;Idioma;
1997-07-31;Secundaria;Incompleto;Portugues;
1982-11-14;Secundaria;Completó;Inglés;
1982-11-14;Secundaria;Completó;Inglés;
1982-11-14;Secundaria;Completó;Inglés;
1992-08-31;Primaria;Completó;Inglés;
1992-08-31;Secundaria;Incompleto;Inglés;
1992-08-31;Primaria;Completó;Inglés;
1992-08-31;Secundaria;Incompleto;Inglés;
1992-08-31;Primaria;Completó;Inglés;
1992-08-31;Secundaria;Incompleto;Inglés;
1997-01-22;Secundaria;Incompleto;Inglés;
1997-01-22;Secundaria;Incompleto;Inglés;
1997-01-22;Secundaria;Incompleto;Inglés;
1995-05-31;Secundaria;Incompleto;Portugues;
1995-05-31;Secundaria;Incompleto;Portugues;
1995-05-31;Secundaria;Incompleto;Portugues;
1993-10-26;Secundaria;En Curso;Inglés;
1993-10-26;Secundaria;En Curso;Inglés;
1993-10-26;Secundaria;En Curso;Inglés;
1998-07-10;Secundaria;Incompleto;Inglés;
1998-07-10;Secundaria;Incompleto;Portugues;
1992-04-15;Secundaria;Completó;Inglés;
1992-04-15;Terciaria;Completó;Inglés;
1992-04-15;Secundaria;Completó;Inglés;
1992-04-15;Terciaria;Completó;Inglés;
1992-04-15;Secundaria;Completó;Inglés;
1992-04-15;Terciaria;Completó;Inglés;
1996-10-06;Secundaria;Completó;Inglés;
1996-10-06;Secundaria;Completó;Inglés;
1996-10-06;Secundaria;Completó;Inglés;
1981-05-19;Secundaria;Incompleto;Inglés;
1981-05-19;Secundaria;Incompleto;Inglés;
1981-05-19;Secundaria;Incompleto;Inglés;
1985-05-05;Secundaria;Completó;Inglés;
1985-05-05;Terciaria;Completó;Inglés;
1985-05-05;Secundaria;Completó;Inglés;
1985-05-05;Terciaria;Completó;Inglés;
1985-05-05;Secundaria;Completó;Inglés;
1985-05-05;Terciaria;Completó;Inglés;
1985-05-05;Secundaria;Completó;Portugues;
1985-05-05;Terciaria;Completó;Portugues;
1985-05-05;Secundaria;Completó;Portugues;
1985-05-05;Terciaria;Completó;Portugues;
1985-05-05;Secundaria;Completó;Portugues;
1985-05-05;Terciaria;Completó;Portugues;
1996-03-21;Secundaria;Completó;Inglés;
1999-05-05;Secundaria;Incompleto;Inglés;
1999-05-05;Secundaria;Incompleto;Inglés;
1999-05-05;Secundaria;Incompleto;Portugues;
1999-05-05;Secundaria;Incompleto;Portugues;
1991-01-28;Secundaria;Completó;Inglés;
1992-01-15;Secundaria;En Curso;Inglés;
1992-01-15;Secundaria;En Curso;Inglés;
1992-01-15;Secundaria;En Curso;Inglés;
1999-10-07;Secundaria;En Curso;Inglés;
1999-10-07;Secundaria;En Curso;Inglés;
1999-10-07;Secundaria;En Curso;Inglés;
1999-10-07;Secundaria;En Curso;Portugues;
1999-10-07;Secundaria;En Curso;Portugues;
1999-10-07;Secundaria;En Curso;Portugues;
1996-04-15;Secundaria;Completó;Inglés;
1996-04-15;Secundaria;Completó;Inglés;
1996-04-15;Secundaria;Completó;Inglés;
1982-01-02;Secundaria;Completó;Inglés;
1982-01-02;Terciaria;Incompleto;Inglés;
1982-01-02;Secundaria;Completó;Inglés;
1982-01-02;Terciaria;Incompleto;Inglés;
1982-01-02;Secundaria;Completó;Inglés;
1982-01-02;Terciaria;Incompleto;Inglés;
1982-01-02;Secundaria;Completó;Portugues;
1982-01-02;Terciaria;Incompleto;Portugues;
1982-01-02;Secundaria;Completó;Portugues;
1982-01-02;Terciaria;Incompleto;Portugues;
1982-01-02;Secundaria;Completó;Portugues;
1982-01-02;Terciaria;Incompleto;Portugues;
1988-09-02;Primaria;Completó;Inglés;
1988-09-02;Secundaria;Incompleto;Inglés;
1996-05-29;Secundaria;Completó;Inglés;
1996-05-29;Universitaria;En Curso;Inglés;
1996-05-29;Secundaria;Completó;Inglés;
1996-05-29;Universitaria;En Curso;Inglés;
1996-05-29;Secundaria;Completó;Inglés;
1996-05-29;Universitaria;En Curso;Inglés;
1997-08-02;Universitaria;En Curso;Inglés;
1997-08-02;Universitaria;En Curso;Inglés;
1997-08-02;Universitaria;En Curso;Inglés;
1993-05-01;Terciaria;En Curso;Inglés;
1993-05-01;Terciaria;En Curso;Inglés;
1993-05-01;Terciaria;En Curso;Inglés;
1963-03-02;Terciaria;Completó;Chino;
